,list_name,song_id,song_name,artist,popularity,release_date,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key
214,Beats/EDM,6Tdy6tOHVEyBmlObZpGJJc,Beside You (feat. Georgia Ku),Matoma,59.0,2020-05-07,0.794,0.0664,123.02,0.0945,0.0801,0.0,0.634,176640.0,-6.363,0.67,1.0,6.0
216,Beats/EDM,6llBOJ6HLHvlVnKeZqhXk8,Rumors,Jake Miller,58.0,2015-07-08,0.712,0.106,120.022,0.0465,0.134,0.0,0.883,186103.0,-4.769,0.825,0.0,1.0
218,Beats/EDM,5H6af60Y0yBIEzjfbAXLBq,Zurna,Blasterjaxx,49.0,2020-11-20,0.637,0.199,130.085,0.0365,0.0605,0.00315,0.584,166154.0,-3.151,0.0659,1.0,1.0
222,Beats/EDM,2jGOQqWZKjy6A64kWIcdIs,"Like A Riddle (feat. Hearts & Colors, Adam Trigger)",Felix Jaehn,51.0,2018-02-16,0.722,0.117,109.992,0.0377,0.077,4.54e-06,0.809,179565.0,-4.953,0.538,1.0,7.0
224,Beats/EDM,2vIkEXi009Hxc1K3oMsLqR,Bodytalk (STFU),Blasterjaxx,58.0,2020-12-18,0.808,0.22,140.055,0.0579,0.00307,0.0624,0.773,145821.0,-6.444,0.418,1.0,0.0
225,Beats/EDM,7x74XLYJqptDCmY4y3FaVh,My Head & My Heart - Jonas Blue Remix,Ava Max,70.0,2020-12-10,0.899,0.298,123.034,0.0391,0.0025,8.33e-05,0.675,179512.0,-4.787,0.344,0.0,9.0
228,Beats/EDM,4o7zeDjEoPALOH9ZN483Oj,I'm Going Like,Hallman,56.0,2019-01-04,0.803,0.16,125.986,0.0368,0.0207,0.803,0.659,185681.0,-6.945,0.336,1.0,4.0
230,Beats/EDM,7zx1i0jGcFwMBurajgKlO7,Black Magic,Jonasu,64.0,2020-12-18,0.634,0.276,124.074,0.163,0.0564,0.0,0.812,174194.0,-4.96,0.463,1.0,8.0
231,Beats/EDM,2xbRwcylUnX881qaqf5ZZJ,Freak - Joe Stone 2K18 Edit,R3HAB,62.0,2018-12-21,0.855,0.502,125.943,0.236,0.222,0.0,0.666,177143.0,-5.318,0.769,0.0,11.0
232,Beats/EDM,0HJ7K7uauPS05UqWUkIxGM,Let Me Love You - DAZZ Remix,CALVO,61.0,2019-04-12,0.88,0.0733,123.416,0.0712,0.0183,0.0,0.406,160749.0,-5.564,0.383,1.0,5.0
233,Beats/EDM,1xK7enJZVdv37fnnxoZlPq,With You,Kaskade,66.0,2019-06-14,0.921,0.19,172.191,0.486,0.123,0.0,0.362,180840.0,-3.815,0.529,0.0,1.0
236,Beats/EDM,3HTySujYyWa1nZdfiZVZs0,I Luv U (with R3HAB),Sofia Carson,58.0,2020-03-20,0.558,0.116,96.072,0.0641,0.0532,2.14e-05,0.875,150938.0,-6.164,0.44,1.0,1.0
238,Beats/EDM,4ZVSSE2JUJwsyTukDwjoT6,Sign,DEAMN,26.0,2018-02-13,0.903,0.217,108.914,0.0282,0.0247,0.00167,0.705,191560.0,-4.016,0.472,1.0,3.0
240,Beats/EDM,2tnVG71enUj33Ic2nFN6kZ,Ride It,Regard,86.0,2019-07-26,0.751,0.106,117.948,0.0874,0.177,6.43e-05,0.88,157606.0,-4.258,0.884,0.0,7.0
242,Beats/EDM,2dmZy75CTSv6BFo7IbO0eK,Mr. Saxobeat,Klaas,67.0,2020-02-21,0.889,0.24,127.012,0.127,0.0476,0.0336,0.638,151181.0,-5.276,0.511,0.0,11.0
243,Beats/EDM,7N06jo3EnV792VFaG8vuW6,Close Your Eyes,Felix Jaehn,75.0,2019-11-22,0.823,0.133,128.136,0.2,0.0663,1.17e-05,0.818,160794.0,-3.563,0.52,0.0,11.0
245,Random,2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),Mike Perry,73.0,2016-04-15,0.575,0.104,90.037,0.029,0.0225,1.81e-06,0.632,183414.0,-6.478,0.188,1.0,5.0
248,Random,09IStsImFySgyp0pIQdqAc,The Middle,Zedd,82.0,2018-01-23,0.657,0.112,107.01,0.0449,0.171,0.0,0.753,184732.0,-3.061,0.437,1.0,7.0
249,Random,3Uoe0ZdEy9lLrXj1HhXx9H,Fast Car,Jonas Blue,0.0,2018-11-09,0.578,0.312,113.945,0.0569,0.469,0.0,0.672,212424.0,-6.621,0.548,1.0,9.0
252,Random,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,85.0,2016-07-29,0.524,0.111,95.01,0.0338,0.414,0.0,0.748,244960.0,-5.599,0.661,1.0,8.0
253,Random,23L5CiUhw2jV1OIMwthR3S,In the Name of Love,Martin Garrix,78.0,2016-07-29,0.519,0.454,133.99,0.0409,0.109,0.0,0.501,195707.0,-5.88,0.168,0.0,4.0
254,Random,3G2O60rq5a77GEIwK1mVmh,Make Me Yours,Borgeous,50.0,2018-07-20,0.615,0.124,127.904,0.0395,0.0124,1.33e-06,0.577,195239.0,-6.084,0.174,0.0,7.0
255,Random,0dXNQ8dckG4eYfEtq9zcva,All Night,The Vamps,76.0,2017-07-14,0.804,0.33,144.992,0.0358,0.0041,0.0,0.538,197640.0,-5.194,0.507,1.0,8.0
257,Random,0M0FvSNRZmDz0Z769rewlI,Fire In My Soul,Oliver Heldens,62.0,2018-10-26,0.977,0.0703,126.178,0.312,0.206,0.000103,0.592,175254.0,-3.389,0.496,1.0,6.0
258,Random,6h5PAsRni4IRlxWr6uDPTP,More Than You Know,Axwell /\ Ingrosso,80.0,2017-07-28,0.741,0.312,123.077,0.034,0.0275,0.0,0.646,203000.0,-4.973,0.571,0.0,5.0
259,Random,2rizacJSyD9S1IQUxUxnsK,All We Know,The Chainsmokers,69.0,2016-09-29,0.586,0.115,90.0,0.0307,0.097,0.00272,0.662,194080.0,-8.821,0.296,1.0,0.0
260,Random,2Hi2tWANUXtd1URtLYgwne,All Night - Acoustic,The Vamps,50.0,2017-08-04,0.62,0.205,152.034,0.037,0.0601,0.0,0.55,183963.0,-5.348,0.42,1.0,5.0
261,Random,5AFMjlqAA0skXGqZHGZDxt,Perfect Strangers - Acoustic,Jonas Blue,52.0,2016-07-15,0.672,0.112,117.943,0.0377,0.757,0.0,0.661,191206.0,-4.292,0.609,1.0,0.0
262,Random,7tOAtB2F50KXEkw86frba6,Dancing On My Own - Acoustic,Calum Scott,58.0,2016-06-24,0.0784,0.151,117.964,0.0413,0.954,1.54e-06,0.528,253482.0,-11.402,0.418,1.0,1.0
264,Random,6PkzXU8dlwtfrwyTlUyVnv,Show Me Love - EDX Remix / Radio Edit,Sam Feldt,67.0,2015-06-14,0.659,0.0704,121.022,0.0677,0.297,0.000811,0.832,180336.0,-5.831,0.712,1.0,0.0
265,Random,0aAVBcORefVNADGxgqh8XM,Getaway,Tritonal,44.0,2016-09-09,0.723,0.323,128.138,0.0434,0.128,0.0,0.583,217499.0,-3.888,0.351,0.0,6.0
266,Random,4QVS8YCpK71R4FsxSMCjhP,Tie Me Down (with Elley Duhé),Gryffin,71.0,2018-08-03,0.839,0.102,98.932,0.0644,0.135,0.0,0.548,218296.0,-2.371,0.314,1.0,6.0
267,Random,5JKU2tXiG3yvJtefNwe7ZQ,Touch,3LAU,54.0,2018-02-16,0.797,0.21,110.051,0.0499,0.0166,3.23e-05,0.576,205773.0,-5.476,0.137,0.0,11.0
268,Random,6ULQ6ZRc7JuVutRMy6gfgc,Feel Good,Felix Jaehn,60.0,2018-02-16,0.903,0.168,125.948,0.038,0.121,0.000123,0.702,166947.0,-3.921,0.66,1.0,4.0
269,Random,1I8tHoNBFTuoJAlh4hfVVE,Firestone,Kygo,77.0,2016-05-13,0.634,0.0952,113.927,0.0428,0.393,3.17e-05,0.704,271640.0,-7.374,0.411,0.0,11.0
270,Random,1Sl3njkhhz8nrSPZroDQ82,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,63.0,2017-07-28,0.819,0.159,90.004,0.0313,0.191,0.0,0.678,184248.0,-3.306,0.499,1.0,8.0
271,Random,2iUXsYOEPhVqEBwsqP70rE,Youngblood,5 Seconds of Summer,82.0,2018-06-15,0.854,0.124,120.274,0.463,0.0169,0.0,0.596,203418.0,-5.114,0.152,0.0,7.0
272,Random,43wzy7JxMEfvCh8ZFeZKYk,Right Now,Nick Jonas,65.0,2018-08-24,0.751,0.0912,103.956,0.193,0.0104,0.0,0.597,201680.0,-4.982,0.568,0.0,6.0
273,Random,4cZ3UsiKd1kUQIaq4BFIj2,No One Compares To You,Jack & Jack,69.0,2019-01-25,0.748,0.0941,111.939,0.0434,0.127,0.0,0.7,182920.0,-6.044,0.631,1.0,1.0
274,Random,6TjP1C3sGQH1jBfzUXfcMg,Kamikaze,MØ,59.0,2015-10-15,0.878,0.328,158.035,0.0646,0.0368,3.39e-06,0.663,214240.0,-3.195,0.704,0.0,1.0
275,Random,5JEx7HbmvHQQswJCsoo9rA,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,71.0,2018-10-24,0.758,0.394,144.107,0.0618,0.0954,0.0,0.575,182623.0,-5.029,0.493,0.0,1.0
277,Random,5p7ujcrUXASCNwRaWNHR1C,Without Me,Halsey,81.0,2018-10-04,0.488,0.0936,136.041,0.0705,0.297,9.11e-06,0.752,201661.0,-7.05,0.533,1.0,6.0
278,Random,2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,Lauv,83.0,2018-05-31,0.505,0.104,91.97,0.253,0.535,2.55e-06,0.752,197437.0,-7.621,0.419,1.0,9.0
279,Random,5fKBwqSTuCbnJlCOpeRa3o,Sexual,NEIKED,65.0,2016,0.567,0.0705,108.024,0.0651,0.0692,0.0,0.797,188889.0,-7.503,0.843,1.0,2.0
280,Random,4kWO6O1BUXcZmaxitpVUwp,Jackie Chan,Tiësto,74.0,2018-05-18,0.834,0.0586,128.005,0.045,0.374,0.0,0.747,215760.0,-2.867,0.687,0.0,3.0
281,Random,5BIjJP1zlOa3iY65RSkXkr,Nevada (feat. Cozi Zuehlsdorff),Vicetone,0.0,2016-06-24,0.783,0.133,124.015,0.0324,0.299,0.000175,0.605,208562.0,-4.271,0.105,1.0,3.0
282,Random,222B3aljXx6fFwKmFjuBED,Woman Like Me (feat. Nicki Minaj),Little Mix,73.0,2018-11-16,0.854,0.0808,75.002,0.0608,0.177,0.0,0.754,229720.0,-3.449,0.8,0.0,5.0
283,Random,3u1S1OmAUhx5DRlLrXqyp3,Rise,Jonas Blue,72.0,2018-05-25,0.784,0.203,106.066,0.032,0.323,0.0,0.69,194408.0,-4.653,0.669,1.0,1.0
284,Random,7uoulrMQgFZFAIEpRPvewL,Sledgehammer,Fifth Harmony,36.0,2014,0.777,0.0783,99.98,0.046,0.0057,0.0011,0.671,230907.0,-4.322,0.289,1.0,2.0
285,Random,4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,78.0,2016-05-27,0.585,0.0644,105.017,0.0432,0.103,3.94e-06,0.803,214480.0,-5.861,0.593,1.0,8.0
286,Random,60wwxj6Dd9NJlirf84wr2c,Clarity,Zedd,75.0,2012-01-01,0.781,0.0749,128.0,0.072,0.0398,0.0,0.509,271427.0,-3.48,0.176,1.0,8.0
287,Random,20axU6S5zq8dMpQBVZSCe3,Untameable,Rachel Varghese,26.0,2019-01-28,0.742,0.0784,169.757,0.0844,0.478,0.0,0.48,178588.0,-5.714,0.509,0.0,11.0
288,Random,65SgMuyu8DvMBzLcE1D0sP,I Don't Do Love Anymore,Medha Sahi,37.0,2019-01-28,0.234,0.14,129.509,0.0282,0.918,4.87e-06,0.59,166615.0,-8.82,0.353,1.0,2.0
289,Random,3tYI3GE47dvrqCvmrh1KYQ,Myself,Medha Sahi,37.0,2019-01-28,0.47,0.121,119.996,0.0289,0.521,0.0224,0.673,204750.0,-8.138,0.257,1.0,2.0
291,Random,3dz63QjQVZy7RYPzx6l3JU,Your Side Of The Bed (feat. Eric Nam),Loote,46.0,2018-06-22,0.764,0.294,109.919,0.0312,0.144,0.0,0.754,196160.0,-3.95,0.929,1.0,8.0
292,Random,01cqobPyx3edvUqwNKV503,Cross Me,Vibe2Vibe,10.0,2019-06-25,0.731,0.0705,94.998,0.199,0.232,0.0,0.809,210327.0,-8.487,0.681,0.0,8.0
293,Random,7dOeiXeTSfA1ixaYmQcWu7,Rich Love (with Seeb),OneRepublic,66.0,2017-07-14,0.872,0.362,104.592,0.314,0.167,0.0,0.401,201257.0,-3.641,0.472,0.0,1.0
295,Random,5NQJnRpJHRaupdegphntQT,Jealous - Remix,Nick Jonas,67.0,2015-11-20,0.71,0.444,93.007,0.0779,0.0132,0.0,0.684,222187.0,-3.614,0.451,0.0,11.0
296,Random,33DzKnwuBE6lfOiADwzd5E,TOOTIMETOOTIMETOOTIME,The 1975,64.0,2018-11-30,0.824,0.0933,114.998,0.0665,0.177,0.0152,0.667,207851.0,-5.867,0.518,1.0,8.0
298,Random,7shgdEooY9RdGuMM71SRax,You Don't Know Me,Kevin Silvester,8.0,2019-04-17,0.713,0.266,179.838,0.212,0.0319,0.0,0.421,239297.0,-5.476,0.319,1.0,11.0
299,Random,2QWP8NYYplOqEFBYGCcq0S,Rain,The Script,62.0,2017-09-01,0.586,0.356,93.02,0.107,0.241,0.0,0.689,209347.0,-7.61,0.611,1.0,6.0
300,Random,410smJMzhna1ADC2ldqVHu,Hoodie,Hey Violet,63.0,2017-06-16,0.699,0.391,94.935,0.0445,0.0126,6.16e-06,0.688,219183.0,-5.0,0.385,1.0,11.0
302,Random,5H9H0i7UCmRDCZRHldbmhN,Sucker for You,Matt Terry,55.0,2017-10-13,0.649,0.332,95.034,0.0691,0.223,0.0,0.876,203680.0,-4.369,0.742,1.0,0.0
303,Random,4F7xiv8waD97haoBAlldPH,NIKES,Jake Miller,39.0,2019-06-28,0.754,0.442,120.001,0.0346,0.174,0.0,0.716,214300.0,-6.826,0.69,0.0,7.0
305,Random,10AsRVRdU07cMAFHeGYO3c,Solo Dance,Martin Jensen,70.0,2016-11-04,0.846,0.195,114.955,0.048,0.0485,0.0,0.746,174933.0,-2.432,0.403,1.0,9.0
307,Random,0U6bQIAh6MCGo1xjbIIx2S,Instagram,Dimitri Vegas & Like Mike,73.0,2019-07-05,0.906,0.423,96.071,0.0965,0.125,0.0,0.765,184558.0,-2.097,0.95,0.0,8.0
308,Random,7hzlzoOwCZ4D3Ow5YZK4kj,Insomnia,Daya,66.0,2019-03-08,0.653,0.383,123.084,0.0611,0.0944,0.0,0.754,179746.0,-5.095,0.379,1.0,7.0
309,Random,5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),Silk City,75.0,2018-09-06,0.67,0.338,118.159,0.0473,0.0104,3.33e-06,0.588,238173.0,-6.439,0.505,1.0,0.0
311,Random,1LjxmkW3xRQP2HzswhYyyc,Let It Be Me,Steve Aoki,39.0,2019-09-06,0.758,0.106,114.098,0.0864,0.0797,0.0,0.661,224061.0,-5.299,0.387,1.0,7.0
312,Random,1MDuXjpO68UVjbBzrTL1Aq,Red Dress,MAGIC!,51.0,2016-07-01,0.795,0.203,135.978,0.0336,0.0887,0.0,0.653,200800.0,-4.477,0.803,1.0,10.0
313,Random,6h7MPC2hBJHJQuobsRXqwF,Devil Inside Me (feat. KARRA),KSHMR,54.0,2019-05-24,0.869,0.304,134.934,0.0622,0.00214,4.06e-06,0.56,189333.0,-4.587,0.177,0.0,6.0
314,Random,1iaLcGW8ffLMPFSLSGn0Zs,Symphony,Sick Individuals,56.0,2018-10-26,0.888,0.123,127.92,0.0603,0.0374,6.95e-05,0.612,202148.0,-3.796,0.189,1.0,3.0
316,Random,7k6tAZp4m93oswrPqSfBbc,On Me (feat. Ava Max),Thomas Rhett,73.0,2020-05-15,0.721,0.216,177.918,0.0472,0.0119,0.0,0.548,164683.0,-4.466,0.594,1.0,8.0
318,Random,62hK2OalNLhutnAShdq8nS,I Want You to Freak,Rak-Su,49.0,2018-09-28,0.932,0.246,100.036,0.164,0.0145,0.0,0.645,188704.0,-3.129,0.451,0.0,4.0
319,Random,4oEwURnhoLurcwCXnWoMcI,La Bomba,Rak-Su,47.0,2019-11-08,0.713,0.271,121.985,0.128,0.0838,0.0,0.787,174901.0,-5.044,0.888,1.0,1.0
321,Random,2ak79ho44RiDi9DFrqYgfq,Bruised Not Broken (feat. MNEK & Kiana Ledé),Matoma,58.0,2019-06-14,0.573,0.324,110.006,0.0484,0.109,0.0,0.764,160909.0,-4.385,0.685,1.0,6.0
324,Random,2UcK3xgGDxPSyKzKqyPv0s,Girl in the Mirror,Bebe Rexha,65.0,2019-04-26,0.69,0.296,106.966,0.0352,0.0615,0.0,0.748,158066.0,-3.053,0.513,1.0,2.0
326,Random,5H6af60Y0yBIEzjfbAXLBq,Zurna,Blasterjaxx,49.0,2020-11-20,0.637,0.199,130.085,0.0365,0.0605,0.00315,0.584,166154.0,-3.151,0.0659,1.0,1.0
330,Random,2jGOQqWZKjy6A64kWIcdIs,"Like A Riddle (feat. Hearts & Colors, Adam Trigger)",Felix Jaehn,51.0,2018-02-16,0.722,0.117,109.992,0.0377,0.077,4.54e-06,0.809,179565.0,-4.953,0.538,1.0,7.0
331,Random,3CC7fyeynJ2RVDUlUDPNXR,Everything About You (feat. your friend polly),Sam Feldt,56.0,2020-11-27,0.874,0.0697,111.973,0.0425,0.0718,0.0,0.74,178125.0,-2.832,0.447,1.0,6.0
334,Random,4o7zeDjEoPALOH9ZN483Oj,I'm Going Like,Hallman,56.0,2019-01-04,0.803,0.16,125.986,0.0368,0.0207,0.803,0.659,185681.0,-6.945,0.336,1.0,4.0
337,Random,3HTySujYyWa1nZdfiZVZs0,I Luv U (with R3HAB),Sofia Carson,58.0,2020-03-20,0.558,0.116,96.072,0.0641,0.0532,2.14e-05,0.875,150938.0,-6.164,0.44,1.0,1.0
339,Random,4j1fFJvUcQxMrLEMBHV9NQ,So Sick (feat. blackbear) [Martin Jensen Remix],Kiiara,60.0,2020-11-13,0.491,0.0689,121.984,0.0821,0.121,9.69e-06,0.803,165492.0,-7.196,0.589,1.0,6.0
341,Random,2dmZy75CTSv6BFo7IbO0eK,Mr. Saxobeat,Klaas,67.0,2020-02-21,0.889,0.24,127.012,0.127,0.0476,0.0336,0.638,151181.0,-5.276,0.511,0.0,11.0
